State,Year,Mechanism,Race,Deaths,Population,Crude Rate,Age-Adjusted Rate,Years of Potential Life Lost
Alabama,2014,"Transport, other (excl. drown by water transp)",White,14**,"3,416,046",0.41**,0.43**,315
Alabama,2014,"Transport, other (excl. drown by water transp)",Black,--,"1,316,194",--,--,--
Alabama,2014,Other specified and classifiable,White,11**,"3,416,046",0.32**,0.31**,176
Alabama,2014,Other specified and classifiable,Black,--,"1,316,194",--,--,--
Alabama,2014,Other specified / NEC,White,12**,"3,416,046",0.35**,0.31**,96
Alabama,2014,Other specified / NEC,Black,--,"1,316,194",--,--,--
Alabama,2014,Unspecified,White,225,"3,416,046",6.59,5.4,"1,269"
Alabama,2014,Unspecified,Black,52,"1,316,194",3.95,4.32,769
Alabama,2014,Unspecified,American Indian / Alaska Native,--,"36,048",--,--,--
Alabama,2014,Unspecified,Asian / HI Native / Pac. Islander,--,"75,449",--,--,--
Alabama,2013,Cut/Pierce,White,43,"3,413,722",1.26,1.1,742
Alabama,2013,Cut/Pierce,Black,21,"1,308,730",1.61,1.48,530
Alabama,2013,Drowning (includes water transport),White,61,"3,413,722",1.79,1.75,"1,666"
Alabama,2013,Drowning (includes water transport),Black,24,"1,308,730",1.83,1.77,676
Alabama,2013,Fall,White,216,"3,413,722",6.33,5.14,826
Alabama,2013,Fall,Black,31,"1,308,730",2.37,2.65,201
Alabama,2013,Fall,American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,Fall,Asian / HI Native / Pac. Islander,--,"73,272",--,--,--
Alabama,2013,Fire/Flame,White,57,"3,413,722",1.67,1.56,856
Alabama,2013,Fire/Flame,Black,33,"1,308,730",2.52,2.75,649
Alabama,2013,Fire/Flame,American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,Firearm,White,579,"3,413,722",16.96,15.89,"10,238"
Alabama,2013,Firearm,Black,278,"1,308,730",21.24,20.77,"9,292"
Alabama,2013,Firearm,American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,Firearm,Asian / HI Native / Pac. Islander,--,"73,272",--,--,--
Alabama,2013,Machinery,White,12**,"3,413,722",0.35**,0.31**,115
Alabama,2013,Machinery,Black,--,"1,308,730",--,--,--
Alabama,2013,Natural/Environmental,White,17**,"3,413,722",0.50**,0.45**,303
Alabama,2013,Natural/Environmental,Black,--,"1,308,730",--,--,--
Alabama,2013,Drug Poisoning,White,541,"3,413,722",15.85,16.47,"12,548"
Alabama,2013,Drug Poisoning,Black,54,"1,308,730",4.13,4.39,"1,145"
Alabama,2013,Drug Poisoning,American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,Non-Drug Poisoning,White,38,"3,413,722",1.11,1.12,742
Alabama,2013,Non-Drug Poisoning,Black,12**,"1,308,730",0.92**,0.94**,124
Alabama,2013,Struck by / against,White,--,"3,413,722",--,--,--
Alabama,2013,Struck by / against,Black,--,"1,308,730",--,--,--
Alabama,2013,Suffocation,White,204,"3,413,722",5.98,5.76,"4,249"
Alabama,2013,Suffocation,Black,55,"1,308,730",4.2,4.67,"1,276"
Alabama,2013,Suffocation,American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,Suffocation,Asian / HI Native / Pac. Islander,--,"73,272",--,--,--
Alabama,2013,"Motor vehicle, traffic",White,651,"3,413,722",19.07,18.98,"15,911"
Alabama,2013,"Motor vehicle, traffic",Black,224,"1,308,730",17.12,17.53,"6,060"
Alabama,2013,"Motor vehicle, traffic",American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"73,272",--,--,--
Alabama,2013,"Pedestrian, other",White,11**,"3,413,722",0.32**,0.31**,187
Alabama,2013,"Pedestrian, other",Black,--,"1,308,730",--,--,--
Alabama,2013,"Pedestrian, other",American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,"Transport, other land",White,25,"3,413,722",0.73,0.79,833
Alabama,2013,"Transport, other land",Black,--,"1,308,730",--,--,--
Alabama,2013,"Transport, other (excl. drown by water transp)",White,--,"3,413,722",--,--,--
Alabama,2013,Other specified and classifiable,White,10**,"3,413,722",0.29**,0.28**,258
Alabama,2013,Other specified and classifiable,Black,--,"1,308,730",--,--,--
Alabama,2013,Other specified and classifiable,American Indian / Alaska Native,--,"35,862",--,--,--
Alabama,2013,Other specified / NEC,White,14**,"3,413,722",0.41**,0.37**,172
Alabama,2013,Other specified / NEC,Black,--,"1,308,730",--,--,--
Alabama,2013,Unspecified,White,208,"3,413,722",6.09,5.02,997
Alabama,2013,Unspecified,Black,56,"1,308,730",4.28,4.99,865
Alabama,2013,Unspecified,Asian / HI Native / Pac. Islander,--,"73,272",--,--,--
Alabama,2012,Cut/Pierce,White,25,"3,411,297",0.73,0.73,550
Alabama,2012,Cut/Pierce,Black,26,"1,298,786",2,2.14,672
Alabama,2012,Cut/Pierce,American Indian / Alaska Native,--,"35,831",--,--,--
Alabama,2012,Drowning (includes water transport),White,69,"3,411,297",2.02,2.14,"2,299"
Alabama,2012,Drowning (includes water transport),Black,38,"1,298,786",2.93,2.96,"1,299"
Alabama,2012,Drowning (includes water transport),American Indian / Alaska Native,--,"35,831",--,--,--
Alabama,2012,Fall,White,185,"3,411,297",5.42,4.51,582
Alabama,2012,Fall,Black,18**,"1,298,786",1.39**,1.63**,65
Alabama,2012,Fall,Asian / HI Native / Pac. Islander,--,"70,718",--,--,--
Alabama,2012,Fire/Flame,White,58,"3,411,297",1.7,1.53,781
Alabama,2012,Fire/Flame,Black,27,"1,298,786",2.08,2.02,523
Alabama,2012,Hot object/Substance,Black,--,"1,298,786",--,--,--
Alabama,2012,Firearm,White,548,"3,411,297",16.06,15.16,"9,949"
Alabama,2012,Firearm,Black,278,"1,298,786",21.41,21.19,"8,766"
Alabama,2012,Firearm,American Indian / Alaska Native,--,"35,831",--,--,--
Alabama,2012,Firearm,Asian / HI Native / Pac. Islander,--,"70,718",--,--,--
Alabama,2012,Machinery,White,10**,"3,411,297",0.29**,0.25**,154
Alabama,2012,Machinery,Black,--,"1,298,786",--,--,--
Alabama,2012,Natural/Environmental,White,24,"3,411,297",0.7,0.66,388
Alabama,2012,Natural/Environmental,Black,--,"1,298,786",--,--,--
Alabama,2012,Overexertion,White,--,"3,411,297",--,--,--
Alabama,2012,Drug Poisoning,White,521,"3,411,297",15.27,15.86,"12,421"
Alabama,2012,Drug Poisoning,Black,38,"1,298,786",2.93,3.23,803
Alabama,2012,Drug Poisoning,American Indian / Alaska Native,--,"35,831",--,--,--
Alabama,2012,Non-Drug Poisoning,White,36,"3,411,297",1.06,1.06,795
Alabama,2012,Non-Drug Poisoning,Black,13**,"1,298,786",1.00**,1.08**,278
Alabama,2012,Struck by / against,White,18**,"3,411,297",0.53**,0.52**,417
Alabama,2012,Struck by / against,Black,--,"1,298,786",--,--,--
Alabama,2012,Suffocation,White,210,"3,411,297",6.16,5.89,"4,385"
Alabama,2012,Suffocation,Black,52,"1,298,786",4,4.43,"1,446"
Alabama,2012,Suffocation,Asian / HI Native / Pac. Islander,--,"70,718",--,--,--
Alabama,2012,"Motor vehicle, traffic",White,610,"3,411,297",17.88,17.7,"14,479"
Alabama,2012,"Motor vehicle, traffic",Black,216,"1,298,786",16.63,16.56,"5,801"
Alabama,2012,"Motor vehicle, traffic",American Indian / Alaska Native,--,"35,831",--,--,--
Alabama,2012,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"70,718",--,--,--
Alabama,2012,"Pedal cyclist, other",White,--,"3,411,297",--,--,--
Alabama,2012,"Pedal cyclist, other",Black,--,"1,298,786",--,--,--
Alabama,2012,"Pedestrian, other",White,14**,"3,411,297",0.41**,0.43**,507
Alabama,2012,"Pedestrian, other",Black,--,"1,298,786",--,--,--
Alabama,2012,"Transport, other land",White,22,"3,411,297",0.65,0.63,400
Alabama,2012,"Transport, other land",Black,--,"1,298,786",--,--,--
Alabama,2012,"Transport, other (excl. drown by water transp)",White,12**,"3,411,297",0.35**,0.34**,222
Alabama,2012,Other specified and classifiable,White,19**,"3,411,297",0.56**,0.56**,355
Alabama,2012,Other specified and classifiable,Black,--,"1,298,786",--,--,--
Alabama,2012,Other specified / NEC,White,10**,"3,411,297",0.29**,0.26**,99
Alabama,2012,Other specified / NEC,Black,--,"1,298,786",--,--,--
Alabama,2012,Unspecified,White,250,"3,411,297",7.33,6.25,"1,973"
Alabama,2012,Unspecified,Black,67,"1,298,786",5.16,6,"1,167"
Alabama,2012,Unspecified,American Indian / Alaska Native,--,"35,831",--,--,--
Alabama,2012,Unspecified,Asian / HI Native / Pac. Islander,--,"70,718",--,--,--
Alabama,2011,Cut/Pierce,White,23,"3,408,042",0.68,0.69,637
Alabama,2011,Cut/Pierce,Black,26,"1,288,707",2.02,1.78,987
Alabama,2011,Drowning (includes water transport),White,62,"3,408,042",1.82,1.85,"1,810"
Alabama,2011,Drowning (includes water transport),Black,26,"1,288,707",2.02,1.89,945
Alabama,2011,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2011,Fall,White,182,"3,408,042",5.34,4.5,752
Alabama,2011,Fall,Black,21,"1,288,707",1.63,1.93,121
Alabama,2011,Fall,Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2011,Fire/Flame,White,56,"3,408,042",1.64,1.52,965
Alabama,2011,Fire/Flame,Black,48,"1,288,707",3.73,3.86,"1,058"
Alabama,2011,Hot object/Substance,White,--,"3,408,042",--,--,--
Alabama,2011,Hot object/Substance,Black,--,"1,288,707",--,--,--
Alabama,2011,Firearm,White,524,"3,408,042",15.38,14.36,"9,345"
Alabama,2011,Firearm,Black,257,"1,288,707",19.94,19.5,"8,418"
Alabama,2011,Firearm,American Indian / Alaska Native,--,"35,697",--,--,--
Alabama,2011,Firearm,Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2011,Machinery,White,11**,"3,408,042",0.32**,0.32**,213
Alabama,2011,Machinery,Black,--,"1,288,707",--,--,--
Alabama,2011,Natural/Environmental,White,215,"3,408,042",6.31,5.7,"3,368"
Alabama,2011,Natural/Environmental,Black,47,"1,288,707",3.65,3.84,"1,117"
Alabama,2011,Drug Poisoning,White,513,"3,408,042",15.05,15.59,"12,144"
Alabama,2011,Drug Poisoning,Black,37,"1,288,707",2.87,2.71,687
Alabama,2011,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2011,Non-Drug Poisoning,White,58,"3,408,042",1.7,1.64,"1,066"
Alabama,2011,Non-Drug Poisoning,Black,--,"1,288,707",--,--,--
Alabama,2011,Struck by / against,White,17**,"3,408,042",0.50**,0.41**,192
Alabama,2011,Struck by / against,Black,--,"1,288,707",--,--,--
Alabama,2011,Suffocation,White,192,"3,408,042",5.63,5.43,"4,110"
Alabama,2011,Suffocation,Black,55,"1,288,707",4.27,4.68,"1,404"
Alabama,2011,Suffocation,Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2011,"Motor vehicle, traffic",White,677,"3,408,042",19.87,19.74,"16,073"
Alabama,2011,"Motor vehicle, traffic",Black,246,"1,288,707",19.09,19.24,"6,605"
Alabama,2011,"Motor vehicle, traffic",American Indian / Alaska Native,--,"35,697",--,--,--
Alabama,2011,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2011,"Pedal cyclist, other",White,--,"3,408,042",--,--,--
Alabama,2011,"Pedestrian, other",White,--,"3,408,042",--,--,--
Alabama,2011,"Pedestrian, other",Black,--,"1,288,707",--,--,--
Alabama,2011,"Transport, other land",White,29,"3,408,042",0.85,0.83,752
Alabama,2011,"Transport, other land",Black,--,"1,288,707",--,--,--
Alabama,2011,"Transport, other (excl. drown by water transp)",White,--,"3,408,042",--,--,--
Alabama,2011,Other specified and classifiable,White,14**,"3,408,042",0.41**,0.40**,233
Alabama,2011,Other specified and classifiable,Black,--,"1,288,707",--,--,--
Alabama,2011,Other specified / NEC,White,14**,"3,408,042",0.41**,0.37**,206
Alabama,2011,Other specified / NEC,Black,--,"1,288,707",--,--,--
Alabama,2011,Unspecified,White,292,"3,408,042",8.57,7.38,"2,063"
Alabama,2011,Unspecified,Black,55,"1,288,707",4.27,4.98,696
Alabama,2011,Unspecified,Asian / HI Native / Pac. Islander,--,"67,196",--,--,--
Alabama,2010,Cut/Pierce,White,21,"3,400,180",0.62,0.61,410
Alabama,2010,Cut/Pierce,Black,34,"1,279,248",2.66,2.72,880
Alabama,2010,Drowning (includes water transport),White,81,"3,400,180",2.38,2.29,"2,056"
Alabama,2010,Drowning (includes water transport),Black,29,"1,279,248",2.27,2.14,"1,039"
Alabama,2010,Fall,White,195,"3,400,180",5.74,4.95,910
Alabama,2010,Fall,Black,23,"1,279,248",1.8,2,248
Alabama,2010,Fall,Asian / HI Native / Pac. Islander,--,"64,726",--,--,--
Alabama,2010,Fire/Flame,White,75,"3,400,180",2.21,2.14,"1,364"
Alabama,2010,Fire/Flame,Black,42,"1,279,248",3.28,3.54,905
Alabama,2010,Fire/Flame,American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,Hot object/Substance,Black,--,"1,279,248",--,--,--
Alabama,2010,Hot object/Substance,American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,Firearm,White,539,"3,400,180",15.85,15.24,"10,481"
Alabama,2010,Firearm,Black,235,"1,279,248",18.37,17.68,"7,825"
Alabama,2010,Firearm,American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,Firearm,Asian / HI Native / Pac. Islander,--,"64,726",--,--,--
Alabama,2010,Machinery,White,--,"3,400,180",--,--,--
Alabama,2010,Machinery,Black,--,"1,279,248",--,--,--
Alabama,2010,Natural/Environmental,White,16**,"3,400,180",0.47**,0.44**,388
Alabama,2010,Natural/Environmental,Black,10**,"1,279,248",0.78**,0.98**,43
Alabama,2010,Drug Poisoning,White,507,"3,400,180",14.91,15.51,"12,228"
Alabama,2010,Drug Poisoning,Black,39,"1,279,248",3.05,3.02,911
Alabama,2010,Drug Poisoning,American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,Non-Drug Poisoning,White,65,"3,400,180",1.91,1.87,"1,177"
Alabama,2010,Non-Drug Poisoning,Black,10**,"1,279,248",0.78**,0.83**,183
Alabama,2010,Struck by / against,White,--,"3,400,180",--,--,--
Alabama,2010,Struck by / against,Black,--,"1,279,248",--,--,--
Alabama,2010,Suffocation,White,208,"3,400,180",6.12,5.89,"4,306"
Alabama,2010,Suffocation,Black,49,"1,279,248",3.83,4.36,"1,077"
Alabama,2010,Suffocation,American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,Suffocation,Asian / HI Native / Pac. Islander,--,"64,726",--,--,--
Alabama,2010,"Motor vehicle, traffic",White,679,"3,400,180",19.97,19.97,"16,534"
Alabama,2010,"Motor vehicle, traffic",Black,215,"1,279,248",16.81,16.49,"5,648"
Alabama,2010,"Motor vehicle, traffic",American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"64,726",--,--,--
Alabama,2010,"Pedal cyclist, other",White,--,"3,400,180",--,--,--
Alabama,2010,"Pedal cyclist, other",Black,--,"1,279,248",--,--,--
Alabama,2010,"Pedestrian, other",White,--,"3,400,180",--,--,--
Alabama,2010,"Pedestrian, other",Black,--,"1,279,248",--,--,--
Alabama,2010,"Transport, other land",White,31,"3,400,180",0.91,0.93,903
Alabama,2010,"Transport, other land",Black,--,"1,279,248",--,--,--
Alabama,2010,"Transport, other (excl. drown by water transp)",White,11**,"3,400,180",0.32**,0.31**,242
Alabama,2010,Other specified and classifiable,White,18**,"3,400,180",0.53**,0.48**,307
Alabama,2010,Other specified and classifiable,Black,--,"1,279,248",--,--,--
Alabama,2010,Other specified and classifiable,Asian / HI Native / Pac. Islander,--,"64,726",--,--,--
Alabama,2010,Other specified / NEC,White,14**,"3,400,180",0.41**,0.37**,190
Alabama,2010,Other specified / NEC,Black,--,"1,279,248",--,--,--
Alabama,2010,Unspecified,White,245,"3,400,180",7.21,6.28,"1,550"
Alabama,2010,Unspecified,Black,50,"1,279,248",3.91,4.36,962
Alabama,2010,Unspecified,American Indian / Alaska Native,--,"35,964",--,--,--
Alabama,2010,Unspecified,Asian / HI Native / Pac. Islander,--,"64,726",--,--,--
Alabama,2009,Cut/Pierce,White,24,"3,389,202",0.71,0.73,619
Alabama,2009,Cut/Pierce,Black,15**,"1,271,247",1.18**,1.15**,479
Alabama,2009,Cut/Pierce,American Indian / Alaska Native,--,"34,844",--,--,--
Alabama,2009,Drowning (includes water transport),White,71,"3,389,202",2.1,2.1,"2,222"
Alabama,2009,Drowning (includes water transport),Black,24,"1,271,247",1.89,1.91,781
Alabama,2009,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2009,Fall,White,183,"3,389,202",5.4,4.7,507
Alabama,2009,Fall,Black,16**,"1,271,247",1.26**,1.38**,153
Alabama,2009,Fall,American Indian / Alaska Native,--,"34,844",--,--,--
Alabama,2009,Fall,Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2009,Fire/Flame,White,58,"3,389,202",1.71,1.65,"1,185"
Alabama,2009,Fire/Flame,Black,28,"1,271,247",2.2,2.31,358
Alabama,2009,Fire/Flame,Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2009,Firearm,White,574,"3,389,202",16.94,16.04,"10,281"
Alabama,2009,Firearm,Black,252,"1,271,247",19.82,19.39,"8,220"
Alabama,2009,Firearm,American Indian / Alaska Native,--,"34,844",--,--,--
Alabama,2009,Firearm,Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2009,Machinery,White,--,"3,389,202",--,--,--
Alabama,2009,Natural/Environmental,White,17**,"3,389,202",0.50**,0.42**,155
Alabama,2009,Natural/Environmental,Black,--,"1,271,247",--,--,--
Alabama,2009,Drug Poisoning,White,583,"3,389,202",17.2,17.75,"14,045"
Alabama,2009,Drug Poisoning,Black,47,"1,271,247",3.7,4.06,"1,045"
Alabama,2009,Non-Drug Poisoning,White,35,"3,389,202",1.03,0.94,557
Alabama,2009,Non-Drug Poisoning,Black,13**,"1,271,247",1.02**,1.16**,235
Alabama,2009,Struck by / against,White,11**,"3,389,202",0.33**,0.30**,198
Alabama,2009,Struck by / against,Black,--,"1,271,247",--,--,--
Alabama,2009,Suffocation,White,211,"3,389,202",6.23,6.03,"3,789"
Alabama,2009,Suffocation,Black,54,"1,271,247",4.25,4.86,"1,019"
Alabama,2009,Suffocation,Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2009,"Motor vehicle, traffic",White,668,"3,389,202",19.71,19.25,"15,706"
Alabama,2009,"Motor vehicle, traffic",Black,197,"1,271,247",15.5,15.77,"5,204"
Alabama,2009,"Motor vehicle, traffic",American Indian / Alaska Native,--,"34,844",--,--,--
Alabama,2009,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2009,"Pedal cyclist, other",White,--,"3,389,202",--,--,--
Alabama,2009,"Pedestrian, other",White,19**,"3,389,202",0.56**,0.59**,357
Alabama,2009,"Pedestrian, other",Black,--,"1,271,247",--,--,--
Alabama,2009,"Transport, other land",White,49,"3,389,202",1.45,1.49,"1,414"
Alabama,2009,"Transport, other land",Black,--,"1,271,247",--,--,--
Alabama,2009,"Transport, other (excl. drown by water transp)",White,--,"3,389,202",--,--,--
Alabama,2009,Other specified and classifiable,White,18**,"3,389,202",0.53**,0.53**,418
Alabama,2009,Other specified and classifiable,Black,11**,"1,271,247",0.87**,0.85**,375
Alabama,2009,Other specified / NEC,White,16**,"3,389,202",0.47**,0.42**,120
Alabama,2009,Other specified / NEC,Black,--,"1,271,247",--,--,--
Alabama,2009,Unspecified,White,204,"3,389,202",6.02,5.41,"1,785"
Alabama,2009,Unspecified,Black,37,"1,271,247",2.91,3.42,617
Alabama,2009,Unspecified,Asian / HI Native / Pac. Islander,--,"62,645",--,--,--
Alabama,2008,Cut/Pierce,White,21,"3,366,536",0.62,0.61,469
Alabama,2008,Cut/Pierce,Black,21,"1,259,177",1.67,1.66,569
Alabama,2008,Drowning (includes water transport),White,65,"3,366,536",1.93,1.92,"1,905"
Alabama,2008,Drowning (includes water transport),Black,25,"1,259,177",1.99,2.08,662
Alabama,2008,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"58,975",--,--,--
Alabama,2008,Fall,White,183,"3,366,536",5.44,4.75,713
Alabama,2008,Fall,Black,19**,"1,259,177",1.51**,1.66**,238
Alabama,2008,Fall,Asian / HI Native / Pac. Islander,--,"58,975",--,--,--
Alabama,2008,Fire/Flame,White,66,"3,366,536",1.96,1.83,"1,140"
Alabama,2008,Fire/Flame,Black,29,"1,259,177",2.3,2.5,516
Alabama,2008,Hot object/Substance,Black,--,"1,259,177",--,--,--
Alabama,2008,Firearm,White,514,"3,366,536",15.27,14.71,"10,373"
Alabama,2008,Firearm,Black,304,"1,259,177",24.14,23.45,"10,408"
Alabama,2008,Firearm,American Indian / Alaska Native,--,"33,518",--,--,--
Alabama,2008,Machinery,White,11**,"3,366,536",0.33**,0.28**,112
Alabama,2008,Machinery,Black,--,"1,259,177",--,--,--
Alabama,2008,Natural/Environmental,White,16**,"3,366,536",0.48**,0.44**,190
Alabama,2008,Natural/Environmental,Black,--,"1,259,177",--,--,--
Alabama,2008,Overexertion,White,--,"3,366,536",--,--,--
Alabama,2008,Drug Poisoning,White,567,"3,366,536",16.84,17.06,"13,511"
Alabama,2008,Drug Poisoning,Black,38,"1,259,177",3.02,3.12,799
Alabama,2008,Drug Poisoning,American Indian / Alaska Native,--,"33,518",--,--,--
Alabama,2008,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"58,975",--,--,--
Alabama,2008,Non-Drug Poisoning,White,49,"3,366,536",1.46,1.38,902
Alabama,2008,Non-Drug Poisoning,Black,18**,"1,259,177",1.43**,1.42**,422
Alabama,2008,Struck by / against,White,11**,"3,366,536",0.33**,0.33**,272
Alabama,2008,Struck by / against,Black,--,"1,259,177",--,--,--
Alabama,2008,Suffocation,White,189,"3,366,536",5.61,5.45,"3,752"
Alabama,2008,Suffocation,Black,39,"1,259,177",3.1,3.34,"1,002"
Alabama,2008,Suffocation,Asian / HI Native / Pac. Islander,--,"58,975",--,--,--
Alabama,2008,"Motor vehicle, traffic",White,783,"3,366,536",23.26,22.97,"19,835"
Alabama,2008,"Motor vehicle, traffic",Black,232,"1,259,177",18.43,18.17,"6,659"
Alabama,2008,"Motor vehicle, traffic",American Indian / Alaska Native,--,"33,518",--,--,--
Alabama,2008,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"58,975",--,--,--
Alabama,2008,"Pedal cyclist, other",White,--,"3,366,536",--,--,--
Alabama,2008,"Pedestrian, other",White,13**,"3,366,536",0.39**,0.36**,227
Alabama,2008,"Pedestrian, other",Black,13**,"1,259,177",1.03**,0.95**,349
Alabama,2008,"Transport, other land",White,38,"3,366,536",1.13,1.17,"1,196"
Alabama,2008,"Transport, other land",Black,--,"1,259,177",--,--,--
Alabama,2008,"Transport, other land",American Indian / Alaska Native,--,"33,518",--,--,--
Alabama,2008,"Transport, other (excl. drown by water transp)",White,15**,"3,366,536",0.45**,0.41**,284
Alabama,2008,Other specified and classifiable,White,22,"3,366,536",0.65,0.65,579
Alabama,2008,Other specified and classifiable,Black,--,"1,259,177",--,--,--
Alabama,2008,Other specified / NEC,White,--,"3,366,536",--,--,--
Alabama,2008,Other specified / NEC,Black,--,"1,259,177",--,--,--
Alabama,2008,Unspecified,White,248,"3,366,536",7.37,6.59,"1,669"
Alabama,2008,Unspecified,Black,53,"1,259,177",4.21,4.73,934
Alabama,2008,Unspecified,American Indian / Alaska Native,--,"33,518",--,--,--
Alabama,2008,Unspecified,Asian / HI Native / Pac. Islander,--,"58,975",--,--,--
Alabama,2007,Cut/Pierce,White,26,"3,340,633",0.78,0.72,448
Alabama,2007,Cut/Pierce,Black,23,"1,243,867",1.85,1.86,663
Alabama,2007,Drowning (includes water transport),White,61,"3,340,633",1.83,1.86,"2,012"
Alabama,2007,Drowning (includes water transport),Black,21,"1,243,867",1.69,1.73,730
Alabama,2007,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,Fall,White,158,"3,340,633",4.73,4.17,785
Alabama,2007,Fall,Black,15**,"1,243,867",1.21**,1.35**,205
Alabama,2007,Fall,Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,Fire/Flame,White,63,"3,340,633",1.89,1.69,799
Alabama,2007,Fire/Flame,Black,30,"1,243,867",2.41,2.75,660
Alabama,2007,Hot object/Substance,White,--,"3,340,633",--,--,--
Alabama,2007,Firearm,White,512,"3,340,633",15.33,14.76,"10,518"
Alabama,2007,Firearm,Black,295,"1,243,867",23.72,22.7,"10,081"
Alabama,2007,Firearm,American Indian / Alaska Native,--,"32,273",--,--,--
Alabama,2007,Firearm,Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,Machinery,White,10**,"3,340,633",0.30**,0.30**,216
Alabama,2007,Machinery,Black,--,"1,243,867",--,--,--
Alabama,2007,Natural/Environmental,White,22,"3,340,633",0.66,0.61,524
Alabama,2007,Natural/Environmental,Black,11**,"1,243,867",0.88**,1.01**,124
Alabama,2007,Natural/Environmental,Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,Drug Poisoning,White,456,"3,340,633",13.65,13.95,"11,296"
Alabama,2007,Drug Poisoning,Black,51,"1,243,867",4.1,4.35,"1,015"
Alabama,2007,Drug Poisoning,American Indian / Alaska Native,--,"32,273",--,--,--
Alabama,2007,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,Non-Drug Poisoning,White,56,"3,340,633",1.68,1.63,"1,105"
Alabama,2007,Non-Drug Poisoning,Black,10**,"1,243,867",0.80**,0.90**,73
Alabama,2007,Struck by / against,White,14**,"3,340,633",0.42**,0.39**,207
Alabama,2007,Struck by / against,Black,--,"1,243,867",--,--,--
Alabama,2007,Suffocation,White,200,"3,340,633",5.99,5.95,"4,647"
Alabama,2007,Suffocation,Black,50,"1,243,867",4.02,4.38,"1,205"
Alabama,2007,Suffocation,Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,"Motor vehicle, traffic",White,899,"3,340,633",26.91,26.66,"22,633"
Alabama,2007,"Motor vehicle, traffic",Black,264,"1,243,867",21.22,22.06,"6,711"
Alabama,2007,"Motor vehicle, traffic",American Indian / Alaska Native,--,"32,273",--,--,--
Alabama,2007,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"56,067",--,--,--
Alabama,2007,"Pedal cyclist, other",White,--,"3,340,633",--,--,--
Alabama,2007,"Pedal cyclist, other",Black,--,"1,243,867",--,--,--
Alabama,2007,"Pedestrian, other",White,14**,"3,340,633",0.42**,0.38**,280
Alabama,2007,"Pedestrian, other",Black,--,"1,243,867",--,--,--
Alabama,2007,"Transport, other land",White,25,"3,340,633",0.75,0.73,560
Alabama,2007,"Transport, other land",Black,--,"1,243,867",--,--,--
Alabama,2007,"Transport, other (excl. drown by water transp)",White,10**,"3,340,633",0.30**,0.27**,194
Alabama,2007,Other specified and classifiable,White,23,"3,340,633",0.69,0.7,636
Alabama,2007,Other specified and classifiable,Black,--,"1,243,867",--,--,--
Alabama,2007,Other specified / NEC,White,21,"3,340,633",0.63,0.59,292
Alabama,2007,Other specified / NEC,Black,--,"1,243,867",--,--,--
Alabama,2007,Unspecified,White,223,"3,340,633",6.68,6.01,"1,747"
Alabama,2007,Unspecified,Black,64,"1,243,867",5.15,5.92,900
