State,Year,Mechanism,Race,Deaths,Population,Crude Rate,Age-Adjusted Rate,Years of Potential Life Lost
Arizona,2015,Cut/Pierce,White,41,"5,789,724",0.71,0.66,705
Arizona,2015,Cut/Pierce,Black,--,"373,741",--,--,--
Arizona,2015,Cut/Pierce,American Indian / Alaska Native,10**,"389,602",2.57**,2.86**,272
Arizona,2015,Drowning (includes water transport),White,82,"5,789,724",1.42,1.36,"1,967"
Arizona,2015,Drowning (includes water transport),Black,--,"373,741",--,--,--
Arizona,2015,Drowning (includes water transport),American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"279,743",--,--,--
Arizona,2015,Fall,White,985,"5,789,724",17.01,13.15,"1,866"
Arizona,2015,Fall,Black,22,"373,741",5.89,11.69,28
Arizona,2015,Fall,American Indian / Alaska Native,39,"389,602",10.01,17.53,293
Arizona,2015,Fall,Asian / HI Native / Pac. Islander,16**,"279,743",5.72**,9.72**,57
Arizona,2015,Fire/Flame,White,27,"5,789,724",0.47,0.42,306
Arizona,2015,Fire/Flame,Black,--,"373,741",--,--,--
Arizona,2015,Fire/Flame,American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,Firearm,White,862,"5,789,724",14.89,14.17,"16,270"
Arizona,2015,Firearm,Black,58,"373,741",15.52,13.67,"2,175"
Arizona,2015,Firearm,American Indian / Alaska Native,40,"389,602",10.27,9.99,"1,392"
Arizona,2015,Firearm,Asian / HI Native / Pac. Islander,10**,"279,743",3.58**,3.31**,251
Arizona,2015,Machinery,White,--,"5,789,724",--,--,--
Arizona,2015,Machinery,American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,Natural/Environmental,White,59,"5,789,724",1.02,0.9,867
Arizona,2015,Natural/Environmental,Black,--,"373,741",--,--,--
Arizona,2015,Natural/Environmental,American Indian / Alaska Native,25,"389,602",6.42,9.36,269
Arizona,2015,Natural/Environmental,Asian / HI Native / Pac. Islander,--,"279,743",--,--,--
Arizona,2015,Drug Poisoning,White,"1,167","5,789,724",20.16,20.36,"23,702"
Arizona,2015,Drug Poisoning,Black,56,"373,741",14.98,16.34,"1,189"
Arizona,2015,Drug Poisoning,American Indian / Alaska Native,43,"389,602",11.04,12.48,"1,059"
Arizona,2015,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"279,743",--,--,--
Arizona,2015,Non-Drug Poisoning,White,79,"5,789,724",1.36,1.43,"1,566"
Arizona,2015,Non-Drug Poisoning,Black,--,"373,741",--,--,--
Arizona,2015,Non-Drug Poisoning,American Indian / Alaska Native,50,"389,602",12.83,14.76,"1,155"
Arizona,2015,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"279,743",--,--,--
Arizona,2015,Struck by / against,White,--,"5,789,724",--,--,--
Arizona,2015,Struck by / against,Black,--,"373,741",--,--,--
Arizona,2015,Struck by / against,American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,Suffocation,White,342,"5,789,724",5.91,5.88,"7,711"
Arizona,2015,Suffocation,Black,11**,"373,741",2.94**,2.99**,435
Arizona,2015,Suffocation,American Indian / Alaska Native,58,"389,602",14.89,14.88,"1,921"
Arizona,2015,Suffocation,Asian / HI Native / Pac. Islander,13**,"279,743",4.65**,4.61**,412
Arizona,2015,"Motor vehicle, traffic",White,642,"5,789,724",11.09,10.7,"13,157"
Arizona,2015,"Motor vehicle, traffic",Black,42,"373,741",11.24,12.05,"1,190"
Arizona,2015,"Motor vehicle, traffic",American Indian / Alaska Native,170,"389,602",43.63,44.36,"4,837"
Arizona,2015,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,15**,"279,743",5.36**,5.78**,290
Arizona,2015,"Pedal cyclist, other",White,15**,"5,789,724",0.26**,0.23**,257
Arizona,2015,"Pedal cyclist, other",American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,"Pedestrian, other",White,--,"5,789,724",--,--,--
Arizona,2015,"Pedestrian, other",Black,--,"373,741",--,--,--
Arizona,2015,"Pedestrian, other",American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,"Transport, other land",White,42,"5,789,724",0.73,0.72,794
Arizona,2015,"Transport, other land",Black,--,"373,741",--,--,--
Arizona,2015,"Transport, other land",American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,"Transport, other land",Asian / HI Native / Pac. Islander,--,"279,743",--,--,--
Arizona,2015,"Transport, other (excl. drown by water transp)",White,12**,"5,789,724",0.21**,0.19**,104
Arizona,2015,"Transport, other (excl. drown by water transp)",American Indian / Alaska Native,--,"389,602",--,--,--
Arizona,2015,Other specified and classifiable,White,26,"5,789,724",0.45,0.44,549
Arizona,2015,Other specified and classifiable,Black,--,"373,741",--,--,--
Arizona,2015,Other specified and classifiable,American Indian / Alaska Native,10**,"389,602",2.57**,3.09**,201
Arizona,2015,Other specified / NEC,White,32,"5,789,724",0.55,0.49,309
Arizona,2015,Other specified / NEC,Black,--,"373,741",--,--,--
Arizona,2015,Other specified / NEC,American Indian / Alaska Native,10**,"389,602",2.57**,3.73**,174
Arizona,2015,Unspecified,White,98,"5,789,724",1.69,1.61,"1,569"
Arizona,2015,Unspecified,Black,14**,"373,741",3.75**,3.99**,378
Arizona,2015,Unspecified,American Indian / Alaska Native,27,"389,602",6.93,7.99,693
Arizona,2014,Cut/Pierce,White,49,"5,719,152",0.86,0.83,971
Arizona,2014,Cut/Pierce,Black,--,"360,255",--,--,--
Arizona,2014,Cut/Pierce,American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,Drowning (includes water transport),White,76,"5,719,152",1.33,1.34,"1,998"
Arizona,2014,Drowning (includes water transport),Black,--,"360,255",--,--,--
Arizona,2014,Drowning (includes water transport),American Indian / Alaska Native,10**,"383,884",2.61**,2.81**,304
Arizona,2014,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"269,582",--,--,--
Arizona,2014,Fall,White,922,"5,719,152",16.12,12.84,"1,880"
Arizona,2014,Fall,Black,15**,"360,255",4.16**,9.93**,2
Arizona,2014,Fall,American Indian / Alaska Native,25,"383,884",6.51,9.53,321
Arizona,2014,Fall,Asian / HI Native / Pac. Islander,17**,"269,582",6.31**,12.57**,36
Arizona,2014,Fire/Flame,White,32,"5,719,152",0.56,0.46,280
Arizona,2014,Fire/Flame,Black,--,"360,255",--,--,--
Arizona,2014,Fire/Flame,American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,Fire/Flame,Asian / HI Native / Pac. Islander,--,"269,582",--,--,--
Arizona,2014,Hot object/Substance,White,--,"5,719,152",--,--,--
Arizona,2014,Firearm,White,822,"5,719,152",14.37,13.8,"15,694"
Arizona,2014,Firearm,Black,61,"360,255",16.93,16.62,"1,804"
Arizona,2014,Firearm,American Indian / Alaska Native,37,"383,884",9.64,9.77,"1,132"
Arizona,2014,Firearm,Asian / HI Native / Pac. Islander,--,"269,582",--,--,--
Arizona,2014,Machinery,White,--,"5,719,152",--,--,--
Arizona,2014,Machinery,American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,Natural/Environmental,White,47,"5,719,152",0.82,0.73,390
Arizona,2014,Natural/Environmental,Black,--,"360,255",--,--,--
Arizona,2014,Natural/Environmental,American Indian / Alaska Native,19**,"383,884",4.95**,5.96**,383
Arizona,2014,Drug Poisoning,White,"1,099","5,719,152",19.22,19.28,"21,477"
Arizona,2014,Drug Poisoning,Black,49,"360,255",13.6,15.02,915
Arizona,2014,Drug Poisoning,American Indian / Alaska Native,51,"383,884",13.29,14.49,"1,296"
Arizona,2014,Drug Poisoning,Asian / HI Native / Pac. Islander,12**,"269,582",4.45**,4.02**,285
Arizona,2014,Non-Drug Poisoning,White,92,"5,719,152",1.61,1.57,"1,539"
Arizona,2014,Non-Drug Poisoning,Black,--,"360,255",--,--,--
Arizona,2014,Non-Drug Poisoning,American Indian / Alaska Native,50,"383,884",13.03,14.97,"1,118"
Arizona,2014,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"269,582",--,--,--
Arizona,2014,Struck by / against,White,--,"5,719,152",--,--,--
Arizona,2014,Struck by / against,American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,Suffocation,White,343,"5,719,152",6,5.89,"7,496"
Arizona,2014,Suffocation,Black,22,"360,255",6.11,5.45,810
Arizona,2014,Suffocation,American Indian / Alaska Native,59,"383,884",15.37,15.88,"1,915"
Arizona,2014,Suffocation,Asian / HI Native / Pac. Islander,12**,"269,582",4.45**,4.13**,292
Arizona,2014,"Motor vehicle, traffic",White,607,"5,719,152",10.61,10.16,"12,736"
Arizona,2014,"Motor vehicle, traffic",Black,33,"360,255",9.16,10.47,866
Arizona,2014,"Motor vehicle, traffic",American Indian / Alaska Native,164,"383,884",42.72,44.84,"4,445"
Arizona,2014,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"269,582",--,--,--
Arizona,2014,"Pedal cyclist, other",White,--,"5,719,152",--,--,--
Arizona,2014,"Pedal cyclist, other",Black,--,"360,255",--,--,--
Arizona,2014,"Pedestrian, other",White,13**,"5,719,152",0.23**,0.23**,377
Arizona,2014,"Pedestrian, other",American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,"Transport, other land",White,33,"5,719,152",0.58,0.54,650
Arizona,2014,"Transport, other land",Black,--,"360,255",--,--,--
Arizona,2014,"Transport, other land",American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,"Transport, other (excl. drown by water transp)",White,--,"5,719,152",--,--,--
Arizona,2014,Other specified and classifiable,White,36,"5,719,152",0.63,0.59,572
Arizona,2014,Other specified and classifiable,Black,--,"360,255",--,--,--
Arizona,2014,Other specified and classifiable,American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,Other specified / NEC,White,40,"5,719,152",0.7,0.66,617
Arizona,2014,Other specified / NEC,Black,--,"360,255",--,--,--
Arizona,2014,Other specified / NEC,American Indian / Alaska Native,--,"383,884",--,--,--
Arizona,2014,Other specified / NEC,Asian / HI Native / Pac. Islander,--,"269,582",--,--,--
Arizona,2014,Unspecified,White,96,"5,719,152",1.68,1.5,"1,258"
Arizona,2014,Unspecified,Black,--,"360,255",--,--,--
Arizona,2014,Unspecified,American Indian / Alaska Native,22,"383,884",5.73,6.64,501
Arizona,2013,Cut/Pierce,White,50,"5,651,452",0.89,0.85,"1,178"
Arizona,2013,Cut/Pierce,Black,--,"348,298",--,--,--
Arizona,2013,Cut/Pierce,American Indian / Alaska Native,15**,"377,601",3.97**,3.73**,487
Arizona,2013,Cut/Pierce,Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2013,Drowning (includes water transport),White,76,"5,651,452",1.35,1.36,"1,996"
Arizona,2013,Drowning (includes water transport),Black,--,"348,298",--,--,--
Arizona,2013,Drowning (includes water transport),American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2013,Fall,White,870,"5,651,452",15.39,12.48,"1,518"
Arizona,2013,Fall,Black,10**,"348,298",2.87**,6.41**,53
Arizona,2013,Fall,American Indian / Alaska Native,29,"377,601",7.68,12.78,378
Arizona,2013,Fall,Asian / HI Native / Pac. Islander,10**,"257,339",3.89**,6.57**,89
Arizona,2013,Fire/Flame,White,63,"5,651,452",1.12,1.05,"1,027"
Arizona,2013,Fire/Flame,Black,--,"348,298",--,--,--
Arizona,2013,Fire/Flame,American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,Hot object/Substance,White,--,"5,651,452",--,--,--
Arizona,2013,Firearm,White,826,"5,651,452",14.62,14.17,"15,904"
Arizona,2013,Firearm,Black,56,"348,298",16.08,15.33,"1,850"
Arizona,2013,Firearm,American Indian / Alaska Native,44,"377,601",11.65,12.39,"1,286"
Arizona,2013,Firearm,Asian / HI Native / Pac. Islander,15**,"257,339",5.83**,5.74**,417
Arizona,2013,Machinery,White,--,"5,651,452",--,--,--
Arizona,2013,Natural/Environmental,White,73,"5,651,452",1.29,1.14,939
Arizona,2013,Natural/Environmental,Black,--,"348,298",--,--,--
Arizona,2013,Natural/Environmental,American Indian / Alaska Native,25,"377,601",6.62,9.4,341
Arizona,2013,Overexertion,White,--,"5,651,452",--,--,--
Arizona,2013,Drug Poisoning,White,"1,107","5,651,452",19.59,19.81,"22,658"
Arizona,2013,Drug Poisoning,Black,43,"348,298",12.35,13.63,767
Arizona,2013,Drug Poisoning,American Indian / Alaska Native,68,"377,601",18.01,19.56,"1,711"
Arizona,2013,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2013,Non-Drug Poisoning,White,89,"5,651,452",1.58,1.56,"1,716"
Arizona,2013,Non-Drug Poisoning,Black,--,"348,298",--,--,--
Arizona,2013,Non-Drug Poisoning,American Indian / Alaska Native,60,"377,601",15.89,18.07,"1,340"
Arizona,2013,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2013,Struck by / against,White,12**,"5,651,452",0.21**,0.21**,334
Arizona,2013,Struck by / against,American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,Suffocation,White,300,"5,651,452",5.31,5.29,"6,561"
Arizona,2013,Suffocation,Black,10**,"348,298",2.87**,3.00**,358
Arizona,2013,Suffocation,American Indian / Alaska Native,58,"377,601",15.36,15.54,"2,019"
Arizona,2013,Suffocation,Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2013,"Motor vehicle, traffic",White,657,"5,651,452",11.63,11.2,"13,846"
Arizona,2013,"Motor vehicle, traffic",Black,33,"348,298",9.48,9.69,"1,043"
Arizona,2013,"Motor vehicle, traffic",American Indian / Alaska Native,118,"377,601",31.25,33.53,"3,429"
Arizona,2013,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,12**,"257,339",4.66**,5.76**,213
Arizona,2013,"Pedal cyclist, other",White,10**,"5,651,452",0.18**,0.15**,71
Arizona,2013,"Pedal cyclist, other",Black,--,"348,298",--,--,--
Arizona,2013,"Pedal cyclist, other",American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,"Pedestrian, other",White,21,"5,651,452",0.37,0.34,378
Arizona,2013,"Pedestrian, other",American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,"Transport, other land",White,31,"5,651,452",0.55,0.51,651
Arizona,2013,"Transport, other land",Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2013,"Transport, other (excl. drown by water transp)",White,13**,"5,651,452",0.23**,0.23**,339
Arizona,2013,Other specified and classifiable,White,43,"5,651,452",0.76,0.71,894
Arizona,2013,Other specified and classifiable,Black,--,"348,298",--,--,--
Arizona,2013,Other specified and classifiable,American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,Other specified / NEC,White,38,"5,651,452",0.67,0.62,462
Arizona,2013,Other specified / NEC,Black,--,"348,298",--,--,--
Arizona,2013,Other specified / NEC,American Indian / Alaska Native,--,"377,601",--,--,--
Arizona,2013,Unspecified,White,105,"5,651,452",1.86,1.73,"1,724"
Arizona,2013,Unspecified,Black,12**,"348,298",3.45**,3.85**,338
Arizona,2013,Unspecified,American Indian / Alaska Native,26,"377,601",6.89,8.14,689
Arizona,2013,Unspecified,Asian / HI Native / Pac. Islander,--,"257,339",--,--,--
Arizona,2012,Cut/Pierce,White,45,"5,600,542",0.8,0.85,"1,060"
Arizona,2012,Cut/Pierce,Black,--,"337,789",--,--,--
Arizona,2012,Cut/Pierce,American Indian / Alaska Native,20**,"371,744",5.38**,5.01**,662
Arizona,2012,Drowning (includes water transport),White,88,"5,600,542",1.57,1.58,"2,522"
Arizona,2012,Drowning (includes water transport),Black,--,"337,789",--,--,--
Arizona,2012,Drowning (includes water transport),American Indian / Alaska Native,14**,"371,744",3.77**,3.87**,448
Arizona,2012,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,Fall,White,769,"5,600,542",13.73,11.35,"1,460"
Arizona,2012,Fall,Black,12**,"337,789",3.55**,6.78**,107
Arizona,2012,Fall,American Indian / Alaska Native,31,"371,744",8.34,13.1,416
Arizona,2012,Fall,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,Fire/Flame,White,43,"5,600,542",0.77,0.69,586
Arizona,2012,Fire/Flame,Black,--,"337,789",--,--,--
Arizona,2012,Fire/Flame,American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,Fire/Flame,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,Hot object/Substance,White,--,"5,600,542",--,--,--
Arizona,2012,Firearm,White,840,"5,600,542",15,14.44,"16,913"
Arizona,2012,Firearm,Black,46,"337,789",13.62,13.03,"1,537"
Arizona,2012,Firearm,American Indian / Alaska Native,48,"371,744",12.91,12.72,"1,515"
Arizona,2012,Firearm,Asian / HI Native / Pac. Islander,12**,"246,269",4.87**,5.02**,314
Arizona,2012,Machinery,White,--,"5,600,542",--,--,--
Arizona,2012,Natural/Environmental,White,57,"5,600,542",1.02,0.91,472
Arizona,2012,Natural/Environmental,Black,--,"337,789",--,--,--
Arizona,2012,Natural/Environmental,American Indian / Alaska Native,16**,"371,744",4.30**,5.49**,273
Arizona,2012,Natural/Environmental,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,Drug Poisoning,White,"1,032","5,600,542",18.43,18.75,"21,366"
Arizona,2012,Drug Poisoning,Black,49,"337,789",14.51,16.15,"1,061"
Arizona,2012,Drug Poisoning,American Indian / Alaska Native,46,"371,744",12.37,13.52,"1,179"
Arizona,2012,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,Non-Drug Poisoning,White,84,"5,600,542",1.5,1.45,"1,409"
Arizona,2012,Non-Drug Poisoning,Black,--,"337,789",--,--,--
Arizona,2012,Non-Drug Poisoning,American Indian / Alaska Native,61,"371,744",16.41,19.99,"1,347"
Arizona,2012,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,Struck by / against,White,11**,"5,600,542",0.20**,0.19**,269
Arizona,2012,Struck by / against,American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,Suffocation,White,263,"5,600,542",4.7,4.68,"5,986"
Arizona,2012,Suffocation,Black,10**,"337,789",2.96**,3.12**,314
Arizona,2012,Suffocation,American Indian / Alaska Native,49,"371,744",13.18,12.39,"1,890"
Arizona,2012,Suffocation,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,"Motor vehicle, traffic",White,618,"5,600,542",11.04,10.7,"14,110"
Arizona,2012,"Motor vehicle, traffic",Black,28,"337,789",8.29,9,836
Arizona,2012,"Motor vehicle, traffic",American Indian / Alaska Native,117,"371,744",31.47,31.63,"3,800"
Arizona,2012,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,11**,"246,269",4.47**,3.98**,402
Arizona,2012,"Pedal cyclist, other",White,--,"5,600,542",--,--,--
Arizona,2012,"Pedal cyclist, other",American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,"Pedal cyclist, other",Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,"Pedestrian, other",White,10**,"5,600,542",0.18**,0.16**,169
Arizona,2012,"Pedestrian, other",American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,"Transport, other land",White,35,"5,600,542",0.63,0.61,856
Arizona,2012,"Transport, other land",Black,--,"337,789",--,--,--
Arizona,2012,"Transport, other land",American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,"Transport, other land",Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2012,"Transport, other (excl. drown by water transp)",White,25,"5,600,542",0.45,0.4,342
Arizona,2012,Other specified and classifiable,White,39,"5,600,542",0.7,0.68,831
Arizona,2012,Other specified and classifiable,Black,--,"337,789",--,--,--
Arizona,2012,Other specified and classifiable,American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,Other specified / NEC,White,38,"5,600,542",0.68,0.65,559
Arizona,2012,Other specified / NEC,Black,--,"337,789",--,--,--
Arizona,2012,Other specified / NEC,American Indian / Alaska Native,--,"371,744",--,--,--
Arizona,2012,Unspecified,White,100,"5,600,542",1.79,1.73,"1,702"
Arizona,2012,Unspecified,Black,--,"337,789",--,--,--
Arizona,2012,Unspecified,American Indian / Alaska Native,33,"371,744",8.88,10.26,844
Arizona,2012,Unspecified,Asian / HI Native / Pac. Islander,--,"246,269",--,--,--
Arizona,2011,Cut/Pierce,White,38,"5,545,271",0.69,0.68,898
Arizona,2011,Cut/Pierce,Black,--,"326,863",--,--,--
Arizona,2011,Cut/Pierce,American Indian / Alaska Native,14**,"365,246",3.83**,3.82**,443
Arizona,2011,Cut/Pierce,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Drowning (includes water transport),White,84,"5,545,271",1.52,1.5,"2,312"
Arizona,2011,Drowning (includes water transport),Black,--,"326,863",--,--,--
Arizona,2011,Drowning (includes water transport),American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Fall,White,772,"5,545,271",13.92,11.84,"1,399"
Arizona,2011,Fall,Black,11**,"326,863",3.37**,8.67**,0
Arizona,2011,Fall,American Indian / Alaska Native,33,"365,246",9.04,17.48,227
Arizona,2011,Fall,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Fire/Flame,White,36,"5,545,271",0.65,0.57,558
Arizona,2011,Fire/Flame,Black,--,"326,863",--,--,--
Arizona,2011,Fire/Flame,American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,Hot object/Substance,White,--,"5,545,271",--,--,--
Arizona,2011,Firearm,White,860,"5,545,271",15.51,15.08,"17,404"
Arizona,2011,Firearm,Black,51,"326,863",15.6,15.19,"1,680"
Arizona,2011,Firearm,American Indian / Alaska Native,48,"365,246",13.14,12.85,"1,559"
Arizona,2011,Firearm,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Machinery,White,--,"5,545,271",--,--,--
Arizona,2011,Natural/Environmental,White,62,"5,545,271",1.12,1.02,617
Arizona,2011,Natural/Environmental,Black,--,"326,863",--,--,--
Arizona,2011,Natural/Environmental,American Indian / Alaska Native,15**,"365,246",4.11**,5.65**,279
Arizona,2011,Overexertion,White,--,"5,545,271",--,--,--
Arizona,2011,Drug Poisoning,White,996,"5,545,271",17.96,18.31,"21,812"
Arizona,2011,Drug Poisoning,Black,34,"326,863",10.4,11.2,737
Arizona,2011,Drug Poisoning,American Indian / Alaska Native,35,"365,246",9.58,10.68,909
Arizona,2011,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Non-Drug Poisoning,White,82,"5,545,271",1.48,1.45,"1,414"
Arizona,2011,Non-Drug Poisoning,Black,--,"326,863",--,--,--
Arizona,2011,Non-Drug Poisoning,American Indian / Alaska Native,61,"365,246",16.7,18.71,"1,468"
Arizona,2011,Non-Drug Poisoning,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Struck by / against,White,10**,"5,545,271",0.18**,0.18**,337
Arizona,2011,Struck by / against,Black,--,"326,863",--,--,--
Arizona,2011,Struck by / against,American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,Suffocation,White,278,"5,545,271",5.01,5.1,"6,950"
Arizona,2011,Suffocation,Black,17**,"326,863",5.20**,5.09**,595
Arizona,2011,Suffocation,American Indian / Alaska Native,52,"365,246",14.24,14.42,"1,758"
Arizona,2011,Suffocation,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,"Motor vehicle, traffic",White,614,"5,545,271",11.07,10.7,"12,898"
Arizona,2011,"Motor vehicle, traffic",Black,32,"326,863",9.79,10.99,832
Arizona,2011,"Motor vehicle, traffic",American Indian / Alaska Native,159,"365,246",43.53,45.95,"4,652"
Arizona,2011,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,12**,"236,036",5.08**,6.18**,125
Arizona,2011,"Pedal cyclist, other",White,--,"5,545,271",--,--,--
Arizona,2011,"Pedestrian, other",White,11**,"5,545,271",0.20**,0.18**,293
Arizona,2011,"Pedestrian, other",American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,"Transport, other land",White,42,"5,545,271",0.76,0.78,932
Arizona,2011,"Transport, other land",Black,--,"326,863",--,--,--
Arizona,2011,"Transport, other land",American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,"Transport, other land",Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,"Transport, other (excl. drown by water transp)",White,22,"5,545,271",0.4,0.36,555
Arizona,2011,"Transport, other (excl. drown by water transp)",Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Other specified and classifiable,White,32,"5,545,271",0.58,0.55,517
Arizona,2011,Other specified and classifiable,Black,--,"326,863",--,--,--
Arizona,2011,Other specified and classifiable,American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,Other specified and classifiable,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2011,Other specified / NEC,White,35,"5,545,271",0.63,0.58,434
Arizona,2011,Other specified / NEC,Black,--,"326,863",--,--,--
Arizona,2011,Other specified / NEC,American Indian / Alaska Native,--,"365,246",--,--,--
Arizona,2011,Unspecified,White,112,"5,545,271",2.02,1.91,"1,895"
Arizona,2011,Unspecified,Black,10**,"326,863",3.06**,3.67**,290
Arizona,2011,Unspecified,American Indian / Alaska Native,24,"365,246",6.57,7.51,794
Arizona,2011,Unspecified,Asian / HI Native / Pac. Islander,--,"236,036",--,--,--
Arizona,2010,Cut/Pierce,White,38,"5,493,846",0.69,0.69,927
Arizona,2010,Cut/Pierce,Black,--,"316,052",--,--,--
Arizona,2010,Cut/Pierce,American Indian / Alaska Native,16**,"358,491",4.46**,4.07**,582
Arizona,2010,Cut/Pierce,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Drowning (includes water transport),White,89,"5,493,846",1.62,1.58,"2,866"
Arizona,2010,Drowning (includes water transport),Black,--,"316,052",--,--,--
Arizona,2010,Drowning (includes water transport),American Indian / Alaska Native,11**,"358,491",3.07**,3.22**,312
Arizona,2010,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Fall,White,750,"5,493,846",13.65,12.01,"1,440"
Arizona,2010,Fall,Black,--,"316,052",--,--,--
Arizona,2010,Fall,American Indian / Alaska Native,33,"358,491",9.21,19.87,184
Arizona,2010,Fall,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Fire/Flame,White,27,"5,493,846",0.49,0.46,473
Arizona,2010,Fire/Flame,American Indian / Alaska Native,--,"358,491",--,--,--
Arizona,2010,Fire/Flame,Asian / HI Native / Pac. Islander,--,"223,903",--,--,--
Arizona,2010,Firearm,White,831,"5,493,846",15.13,14.89,"17,228"
Arizona,2010,Firearm,Black,44,"316,052",13.92,13.17,"1,528"
Arizona,2010,Firearm,American Indian / Alaska Native,41,"358,491",11.44,10.93,"1,404"
Arizona,2010,Firearm,Asian / HI Native / Pac. Islander,15**,"223,903",6.70**,6.14**,418
Arizona,2010,Machinery,White,11**,"5,493,846",0.20**,0.20**,233
Arizona,2010,Machinery,American Indian / Alaska Native,--,"358,491",--,--,--
Arizona,2010,Natural/Environmental,White,52,"5,493,846",0.95,0.86,708
Arizona,2010,Natural/Environmental,Black,--,"316,052",--,--,--
Arizona,2010,Natural/Environmental,American Indian / Alaska Native,18**,"358,491",5.02**,7.01**,278
